Date,Title,Description,Duration,Links,Places
2018-10-09,"Loneliness, School Funding, Same-Sex Divorce","New figures reveal that same-sex divorce rates are much higher among women than among men. The pattern is the same in Belgium, the Netherlands, Norway, Sweden and the UK. Everywhere where there are statistics on same-sex divorce it is the same sex doing the bulk of the divorcing. Tim Harford discusses why this may be with Marina Ashdade, economist at Canada’s Vancouver School of Economics and author of Dirty Money, a book which applies economic ideas to the study of sex and love. Producer: Ruth Alexander (Photo: Same-sex wedding cake toppers. Credit: Lucas Schifres/Getty Images)",10 minutes,https://www.bbc.co.uk/programmes/p06ncndp,"['Belgium', 'the Netherlands', 'Norway', 'Sweden', 'UK', 'Marina Ashdade', 'Canada']"
2018-10-07,WS More or Less: Why are Lesbians More Likely to Divorce than Gay Men?,"New figures reveal that same-sex divorce rates are much higher among women than among men. The pattern is the same in Belgium, the Netherlands, Norway, Sweden and the UK. Everywhere where there are statistics on same-sex divorce it is the same sex doing the bulk of the divorcing. Tim Harford discusses why this may be with Marina Ashdade, economist at Canada’s Vancouver School of Economics and author of “Dirty Money”, a book which applies economic ideas to the study of sex and love.
Producer: Ruth Alexander
Image: Same-sex wedding cake toppers Credit: Lucas Schifres/Getty Images",9 minutes,https://www.bbc.co.uk/programmes/p06n2nfl,"['Belgium', 'the Netherlands', 'Norway', 'Sweden', 'UK', 'Marina Ashdade', 'Canada']"
2018-10-05,Loneliness; School Funding; Same-Sex Divorce.,"This week BBC Radio 4’s All in the Mind programme announced the results of The Loneliness Experiment. It was a large survey conducted by the programme in collaboration with the Wellcome Collection. The largest survey into the issue of loneliness to date, said All in the Mind, while the accompanying BBC press release reported that “The survey results indicate that 16-24 year olds experience loneliness more often and more intensely than any other age group. 40% of respondents aged 16-24 reported feeling lonely often or very often, while only 29% of people aged 65-74 and 27% of people aged over 75 said the same.” In the editors' notes, the press release cautions that “This was a self-selecting sample, so people experiencing loneliness might have been more attracted to take part, inflating reported levels of loneliness.” But much of the reporting by other BBC outlets and the wider media was not so restrained. Tim Harford speaks to Deirdre Toher from the University of the West of England about why the survey's results need careful interpretation.
Listeners have been asking us to explain the schools funding row. When headteachers marched in protest at school spending last week, the Minister for School Standards, Nick Gibb, went on BBC Radio 4's Today programme to say ""We are spending record amounts on our school funding. We are the third highest spender on education in the OECD”. BBC Education correspondent Sean Coughlan explains how he discovered that the OECD figure includes university tuition fees paid by students.
Is it true that ""Polish Pilots Shot down 60% of German Aircraft on Battle of Britain Day""? Lizzie McNeill fact-checks this claim found on the side of a van.
New figures reveal that same-sex divorce rates are higher among women than among men. Tim Harford discusses why this may be with Marina Ashdade, economist at the Vancouver School of Economics and author of “Dirty Money”, a book about the economics of sex and love.
Plus, what makes a listener loyal? A nine-year debate rages on.
Presenter: Tim HarfordProducer: Ruth Alexander
Image: A single fan sits in the stands before a college football gameCredit: Photo by Kevin Abele/Icon Sportswire via Getty Images",21 minutes,https://www.bbc.co.uk/programmes/p06n2lmp,"['Polish', 'Marina Ashdade']"
2018-10-01,WS More of Less:  Surviving the Battle of Britain,Were Spitfire pilots killed after an average of four weeks in the World War Two battle?,9 minutes,https://www.bbc.co.uk/programmes/p06mfnd2,[]
2018-09-28,Surviving the Battle of Britain; the World Cup and Domestic Violence; Buckfast and Arrests in Scotland,"Tim Harford on Spitfire pilots, and whether football triggers violence in the home.",23 minutes,https://www.bbc.co.uk/programmes/p06mfmq2,['Spitfire']
2018-09-24,WS More or Less: Trump and the Puerto Rico Death Toll,How can we calculate excess mortality after a natural disaster?,9 minutes,https://www.bbc.co.uk/programmes/p06ltlw4,[]
2018-09-21,"How Many Schoolchildren are Carers? Shareholder Income, and Museum Visitors Vs Football Fans","Tim Harford on child carers, shareholder income, football vs museums and dangerous sports",25 minutes,https://www.bbc.co.uk/programmes/p06ltl7b,[]
2018-09-17,WS More or Less: DNA - Are You More Chimp or Neanderthal?,What is the difference between 96% similarity or sharing 20% of our DNA?,9 minutes,https://www.bbc.co.uk/programmes/p06l6bb2,[]
2018-09-14,"Male suicide, school ratings, are female tennis players treated unfairly by umpires?","Tim Harford with statistics on suicide, good schools and sexism in tennis. Plus goats",25 minutes,https://www.bbc.co.uk/programmes/p06l680k,[]
2018-09-10,WS More or Less: The Safest Car in the World?,A listener asks whether his Volvo is the safest car on the road?,9 minutes,https://www.bbc.co.uk/programmes/p06klpzt,[]
2018-09-07,Heart Age Calculator; Danish Sperm Imports; Counting Goats,Tim Harford questions the usefulness of a popular heart age calculator.,24 minutes,https://www.bbc.co.uk/programmes/p06kll7d,[]
2018-09-03,WS: More or Less - How well do you understand your world?,Tim Harford talks to Bobby Duffy about why we are often wrong about a lot of basic facts,9 minutes,https://www.bbc.co.uk/programmes/p06jzfvx,[]
2018-08-31,African Trade Tariffs; Alcohol Safe Limits; President Trump's Popularity,"Tim Harford fact checks EU trade deals with Africa, and whether one drink is one too many",24 minutes,https://www.bbc.co.uk/programmes/p06jz6tl,['Africa']
2018-08-29,BONUS PODCAST: Economics with Subtitles - Coffins Full of Car Keys,"BONUS PODCAST: For the rest of August, in addition to More or Less you’ll get a brand new podcast, Economics with Subtitles. It’s your everyday guide to economics and why you should care. In this edition, Ayeisha and Steve make sense of interest rates. Why did they lead to coffins full of car getting sent to the US Federal Reserve? What factors affect what you have to pay on your loans? And what do your film choices say about why you decide to borrow?
Producers: Simon Maybin & Phoebe KeanePresenters: Ayeisha Thomas-Smith & Steve Bugeja",28 minutes,https://www.bbc.co.uk/programmes/p06ghbh0,['Ayeisha']
2018-08-27,WS: More or Less - Automated fact-checking,Computer programmes are being developed to combat fake news.,9 minutes,https://www.bbc.co.uk/programmes/p06jcsgr,[]
2018-08-24,"A no-frills life, automated fact-checking and Lord-of-the-Rings maths",What would have been the most efficient way to get to Mordor?,25 minutes,https://www.bbc.co.uk/programmes/p06jcqp2,[]
2018-08-22,BONUS PODCAST: Economics with Subtitles - How Condoms Can Cost a Week’s Wages,"BONUS PODCAST: For the rest of August, in addition to More or Less you’ll get a brand new podcast, Economics with Subtitles. It’s your everyday guide to economics and why you should care. In this show, Ayeisha and Steve make sense of inflation. They’ll explain how hyperinflation is affecting how Venezuelans have sex, why you can’t afford a ticket to see your favourite band in concert anymore and why a sale on sofas isn’t always a good thing.
Producers: Simon Maybin & Phoebe KeanePresenters: Ayeisha Thomas-Smith & Steve Bugeja",28 minutes,https://www.bbc.co.uk/programmes/p06gh9m4,"['Ayeisha', 'Venezuelans']"
2018-08-20,WS More or Less: Are Wildfires Really Burning More Land?,Are Wildfires in the United States and Southern Europe burning more land than before?,9 minutes,https://www.bbc.co.uk/programmes/p06hzs5c,"['the United States', 'Southern Europe']"
2018-08-15,BONUS PODCAST: Economics with Subtitles - Bracelets for Bullets,"BONUS PODCAST: For the rest of August, in addition to More or Less you’ll get a brand new podcast, Economics with Subtitles. It’s your everyday guide to economics and why you should care. In this show, Ayeisha and Steve explore government debt. Why did an anonymous mother send her bracelet to the government to be turned into a bullet? How are you lending the government money without even realising? And when should you be worried about how much debt the government is in?
Producers: Simon Maybin & Phoebe KeanePresenters: Ayeisha Thomas-Smith & Steve Bugeja",28 minutes,https://www.bbc.co.uk/programmes/p06gcjym,['Ayeisha']
2018-08-10,Numbers Behind a Tweetstorm,How do you get a hashtag to trend around the world?,9 minutes,https://www.bbc.co.uk/programmes/p06h3ttk,[]
2018-08-08,BONUS PODCAST:  Economics with Subtitles - How Buying Cocaine Helps the Government,"BONUS PODCAST: For the rest of August, in addition to More or Less, you’ll get four bonus editions of Economics with Subtitles. It’s a brand new podcast that will bring you an everyday guide to economics and why you should care. In this edition, Ayeisha and Steve look at how we quantify economic success. Should dodgy drug deals be included? What is Steve’s contribution to GDP? And should we ban people who pinch too many of your crisps?
Producers: Simon Maybin & Phoebe KeanePresenters: Ayeisha Thomas-Smith & Steve Bugeja",29 minutes,https://www.bbc.co.uk/programmes/p06gch89,['Ayeisha']
2018-08-03,"Carbs, Sugar and the Truth",Does a baked potato contain the equivalent of 19 cubes of sugar?,9 minutes,https://www.bbc.co.uk/programmes/p06ghjwn,[]
2018-07-27,Getting Creative with Statistics,How big are your testicles and what does that mean?,9 minutes,https://www.bbc.co.uk/programmes/p06fwrp9,[]
2018-07-23,Should we have smaller families to save the planet?,Having one fewer child could be the biggest thing you do to reduce your carbon footprint,10 minutes,https://www.bbc.co.uk/programmes/p06f8v8q,[]
2018-07-20,How to Cycle Really Fast,How much better are the pros than the rest of us and how effective is slipstreaming?,9 minutes,https://www.bbc.co.uk/programmes/p06f8xmb,[]
2018-07-06,Are there more stars than grains of beach sand?,"The astronomer, Carl Sagan, famously said that there were more stars in our Universe than grains of sand on the Earth’s beaches. But was it actually true? More or Less tries to count the nearly uncountable. Content warning: This episode includes gigantically large numbers. (Photo: The barred spiral galaxy M83. Credit: Nasa).",9 minutes,https://www.bbc.co.uk/programmes/p06d1xw0,['Earth']
